Entry Index,Exit Index,Trade Duration,Entry Price,Exit Price,Returns for Trade in %,Type of Trade,Trade Close By,No. of Stocks Traded,Profit/Loss,Capital,Max Drawdown for Trade,Max Dip for Trade
746,747,1,10340.0,10615.28,2.662282398452618,long,Max Drawdown Limit,105,28904.400000000067,1124549.4799999995,0.0,0.0
750,751,1,10298.73,10455.88,-1.5259163023013482,short,Max Drawdown Limit,109,-17129.349999999962,1107420.1299999997,1.5467797212607888,1.5232188805066957
752,753,1,10381.18,10303.12,0.7519376410003438,short,Max Drawdown Limit,106,8274.359999999946,1115694.4899999995,0.0,0.0
763,764,1,10244.29,10168.59,0.7389482336013595,short,Max Drawdown Limit,108,8175.600000000079,1123870.0899999996,0.0,0.0
766,767,1,10028.87,9702.25,3.256797625255894,short,Max Drawdown Limit,112,36581.44000000009,1160451.5299999998,0.0,0.0
768,769,1,8493.14,8430.05,0.7428348055018539,short,Max Drawdown Limit,136,8580.24000000002,1169031.7699999998,0.0,0.0
770,771,1,8063.73,8177.91,-1.415970028758407,short,Max Drawdown Limit,144,-16441.920000000042,1152589.8499999996,1.426519589774295,1.406456216326795
773,774,1,8043.82,8289.34,-3.052281130109829,short,Max Drawdown Limit,143,-35109.36000000006,1117480.4899999995,3.141832033237566,3.046127813809927
775,776,1,8292.44,8359.94,-0.8139944334839926,short,Max Drawdown Limit,134,-9045.0,1108435.4899999995,0.8160150122944912,0.8094101043321127
781,782,1,8190.09,8168.39,0.26495435337096196,short,Max Drawdown Limit,135,2929.4999999999754,1111364.9899999995,0.0,0.0
788,789,1,8348.2,8159.29,2.2628830166982192,short,Max Drawdown Limit,133,25125.0300000001,1136490.0199999996,0.0,0.0
797,798,1,7466.62,7412.41,0.7260313234100575,short,Max Drawdown Limit,152,8239.920000000006,1144729.9399999995,0.0,0.0
799,800,1,8655.02,9230.0,-6.643312204940018,short,Max Drawdown Limit,132,-75897.35999999994,1068832.5799999996,7.100958692707506,6.630154182915833
801,802,1,9529.93,9205.14,-3.4081047814622027,long,Max Drawdown Limit,112,-36376.4800000001,1032456.0999999994,3.523295566755839,3.403384279322794
803,804,1,9407.62,9154.72,-2.688246336480443,long,Max Drawdown Limit,109,-27566.10000000016,1004889.9999999993,2.7431957726716467,2.6699537152233503
805,806,1,9140.85,9231.61,0.992905473779793,long,Max Drawdown Limit,109,9892.840000000024,1014782.8399999994,0.0,0.0
813,814,1,8773.73,8809.41,-0.4066685434815101,short,Max Drawdown Limit,115,-4103.2000000000335,1010679.6399999993,0.40598423452955607,0.40434266704786537
821,822,1,8491.02,8502.4,-0.1340239452974931,short,Max Drawdown Limit,119,-1354.2199999999048,1009325.4199999995,0.1341708009295809,0.13399102409937302
824,825,1,8133.64,8098.01,0.4380572535789647,short,Max Drawdown Limit,124,4418.1200000000135,1013743.5399999995,0.0,0.0
826,827,1,7627.74,7268.23,4.71319158754756,short,Max Drawdown Limit,132,47455.32000000003,1061198.8599999994,0.0,0.0
828,829,1,7311.57,6903.28,5.584163182462863,short,Max Drawdown Limit,145,59202.049999999996,1120400.9099999995,0.0,0.0
830,831,1,7109.57,7156.14,-0.6550325828425716,short,Max Drawdown Limit,157,-7311.490000000097,1113089.4199999995,0.6568645670893174,0.6525780133470254
832,833,1,7508.52,7419.49,1.1857196890998578,short,Max Drawdown Limit,148,13176.440000000097,1126265.8599999996,0.0,0.0
834,835,1,7739.68,7541.89,-2.5555320116593965,long,Max Drawdown Limit,145,-28679.549999999996,1097586.3099999996,2.6129653530390753,2.5464280698342447
839,840,1,7194.32,7389.0,-2.706023640872248,short,Max Drawdown Limit,152,-29591.360000000044,1067994.9499999995,2.770739693104365,2.6960394577078968
851,852,1,6891.72,6623.82,3.8872734237606945,short,Max Drawdown Limit,154,41256.600000000086,1109251.5499999996,0.0,0.0
853,854,1,7277.83,7150.3,1.752308036873625,short,Max Drawdown Limit,152,19384.55999999996,1128636.1099999996,0.0,0.0
868,869,1,6965.71,7344.96,-5.444527549955424,short,Max Drawdown Limit,162,-61438.5,1067197.6099999996,5.756993777375497,5.443605734004029
871,872,1,7358.75,7758.0,5.42551384406319,long,Max Drawdown Limit,145,57891.25,1125088.8599999996,0.0,0.0
873,874,1,8145.28,8055.98,-1.0963404572955158,long,Max Drawdown Limit,138,-12323.400000000025,1112765.4599999997,1.1074570916318618,1.0953268171191306
876,877,1,8197.02,8020.01,-2.1594433098857904,long,Max Drawdown Limit,135,-23896.350000000028,1088869.1099999999,2.19460261849102,2.1474740957541822
880,881,1,8810.01,8821.41,0.12939826402012752,long,Max Drawdown Limit,123,1402.1999999999553,1090271.3099999998,0.0,0.0
882,883,1,8720.01,8913.28,2.2163965408296598,long,Max Drawdown Limit,125,24158.750000000055,1114430.0599999998,0.0,0.0
885,886,1,8701.7,8642.35,-0.6820506337842073,long,Max Drawdown Limit,128,-7596.800000000047,1106833.2599999998,0.6863545101635316,0.6816757975821334
887,888,1,8736.03,8682.36,-0.61435228587814,long,Max Drawdown Limit,126,-6762.420000000009,1100070.8399999999,0.6147258661996646,0.6109700751132042
894,895,1,9374.21,9301.53,-0.7753186668529772,long,Max Drawdown Limit,117,-8503.559999999821,1091567.28,0.7790229842726527,0.7730011278182616
896,897,1,9513.21,9352.89,-1.6852355829420325,long,Max Drawdown Limit,114,-18276.479999999967,1073290.8,1.7028451189556437,1.6743338074406169
902,903,1,9612.04,9772.0,1.6641628624100517,long,Max Drawdown Limit,111,17755.559999999903,1091046.3599999999,0.0,0.0
904,905,1,9813.73,9895.05,0.8286349838440603,long,Max Drawdown Limit,111,9026.519999999968,1100072.8799999997,0.0,0.0
907,908,1,9851.83,10223.08,3.768335426007148,long,Max Drawdown Limit,111,41208.75,1141281.6299999997,0.0,0.0
909,910,1,10326.46,10229.63,-0.9376882300420467,long,Max Drawdown Limit,110,-10651.299999999992,1130630.3299999996,0.942067421807095,0.9332753388837118
911,912,1,10344.36,9904.72,-4.250045435387024,long,Max Drawdown Limit,109,-47920.76000000013,1082709.5699999996,4.426003180151074,4.238410975583861
913,914,1,9917.27,9706.0,-2.130324171873917,long,Max Drawdown Limit,109,-23028.430000000048,1059681.1399999997,2.1731471034768006,2.1269258754219695
915,916,1,10164.71,9593.79,-5.616687539536281,long,Max Drawdown Limit,104,-59375.67999999982,1000305.46,5.935754864319116,5.6031647406690395
918,919,1,9677.05,9650.86,-0.2706403294392268,long,Max Drawdown Limit,103,-2697.569999999865,997607.8900000001,0.27040383571944604,0.269674625188973
922,923,1,9315.84,8785.25,-5.695567978840342,long,Max Drawdown Limit,107,-56773.13000000002,940834.7600000001,6.034335933761631,5.690926321763554
924,925,1,8823.21,8692.91,1.4767867930152323,short,Max Drawdown Limit,106,13811.799999999923,954646.56,0.0,0.0
926,927,1,8523.61,8531.88,-0.0970246175036002,short,Max Drawdown Limit,112,-926.2399999998452,953720.3200000002,0.09711861859039284,0.0970243898432813
933,934,1,8886.66,8033.31,9.602595350784203,short,Max Drawdown Limit,107,91308.44999999994,1045028.7700000001,0.0,0.0
935,936,1,7929.87,7894.56,0.445278421966558,short,Max Drawdown Limit,131,4625.609999999933,1049654.3800000001,0.0,0.0
937,938,1,7934.52,4800.0,39.50484717412018,short,trailing_take_profit,132,413756.6400000001,1463411.0200000003,0.0,0.0
939,940,1,5578.6,5172.06,7.287491485318896,short,ID,262,106513.48,1569924.5000000002,0.0,0.0
941,942,1,5361.3,5028.97,-6.198683155204892,long,ID,292,-97040.35999999999,1472884.1400000001,6.588458478478837,6.181211899043558
943,944,1,5312.64,5393.04,-1.513371882905667,short,signal,277,-22270.7999999999,1450613.3400000003,1.5352678336737071,1.5120537586887053
956,957,1,6394.38,6410.44,0.25115804816103343,long,signal,226,3629.559999999885,1454242.9000000001,0.0,0.0
959,960,1,6794.09,6734.1,-0.882973290021177,long,signal,214,-12837.859999999953,1441405.0400000003,0.8906490295052574,0.8827865001094294
973,974,1,7101.94,7027.55,-1.0474602714187873,long,signal,202,-15026.779999999882,1426378.2600000005,1.053491939788804,1.042509189505803
975,976,1,7248.6,7120.74,-1.763926827249408,long,signal,196,-25060.560000000114,1401317.7000000004,1.788356773057248,1.7569364805097385
977,978,1,6826.83,6841.37,0.21298318546089423,long,Max Drawdown Limit,205,2980.6999999999925,1404298.4000000006,0.0,0.0
979,980,1,7125.14,7482.39,5.013936568263921,long,Max Drawdown Limit,197,70378.25,1474676.6500000006,0.0,0.0
986,987,1,8778.57,8620.0,-1.806330643829231,long,signal,167,-26481.18999999995,1448195.4600000007,1.8285646331193395,1.7957285754812713
988,989,1,8826.96,8972.05,1.643714257230124,long,signal,164,23794.760000000024,1471990.2200000007,0.0,0.0
990,991,1,8894.16,8871.96,-0.24960198602229697,long,signal,165,-3663.00000000012,1468327.2200000007,0.24946755396933923,0.24884676203894873
993,994,1,9142.92,9986.4,9.225499074693856,long,ID,160,134956.79999999993,1603284.0200000007,0.0,0.0
995,996,1,9800.01,9539.4,-2.6592830007316377,long,signal,163,-42479.430000000095,1560804.5900000005,2.7216366656123268,2.649526189377235
997,998,1,8722.77,8561.52,-1.848610017230765,long,signal,178,-28702.5,1532102.0900000005,1.873406490816809,1.8389553813395687
1000,1001,1,9309.37,9791.98,5.184131686676958,long,signal,164,79148.0399999998,1611250.1300000004,0.0,0.0
1008,1009,1,9068.65,9170.0,1.1175864103256865,long,signal,177,17938.950000000063,1629189.0800000003,0.0,0.0
1019,1020,1,10200.77,9518.04,-6.692926122243708,long,nextday,159,-108554.06999999993,1520635.0100000002,7.138732785061949,6.66307375445949
1021,1022,1,9666.24,9789.06,1.2706078061376473,long,signal,157,19282.739999999954,1539917.7500000002,0.0,0.0
1029,1030,1,9280.4,9465.13,1.9905392008965084,long,signal,165,30480.449999999928,1570398.2000000002,0.0,0.0
1032,1033,1,9342.1,9426.02,0.8982990976332952,long,signal,168,14098.560000000012,1584496.7600000002,0.0,0.0
1035,1036,1,9465.14,9386.32,-0.8327399277770822,long,signal,167,-13162.939999999951,1571333.8200000003,0.8376921461538924,0.8307331597194267
1040,1041,1,9685.69,9624.89,-0.6277301875240803,long,signal,162,-9849.600000000177,1561484.2200000002,0.6307844724809382,0.6268305228738786
1054,1055,1,9344.2,9257.39,0.9290254917489064,short,signal,167,14497.270000000219,1575981.4900000005,0.0,0.0
1065,1066,1,9154.32,9170.28,-0.1743439163149305,short,signal,172,-2745.1200000001627,1573236.3700000003,0.17448871970841298,0.1741847869038177
1069,1070,1,9390.0,9518.16,1.3648562300319473,long,signal,167,21402.719999999976,1594639.0900000003,0.0,0.0
1071,1072,1,9603.27,9537.8,-0.6817469466129887,long,signal,166,-10868.020000000193,1583771.07,0.6862115495012957,0.6815347791330169
1073,1074,1,9700.42,9931.54,2.382577249232516,long,signal,163,37672.56000000013,1621443.6300000004,0.0,0.0
1075,1076,1,11029.96,10906.27,-1.1214002589311176,long,signal,147,-18182.429999999807,1603261.2000000007,1.1340903154145872,1.12137293357523
1077,1078,1,11100.53,11099.61,-0.008287892560085624,long,signal,144,-132.48000000001048,1603128.7200000007,0.00826384047314562,0.008263157618981942
1079,1080,1,11335.46,11801.17,4.108434946618849,long,signal,141,65665.11000000013,1668793.8300000008,0.0,0.0
1081,1082,1,11071.35,11219.81,1.3409385485961434,long,signal,150,22268.99999999987,1691062.8300000008,0.0,0.0
1083,1084,1,11191.97,11744.91,4.940506452393998,long,signal,151,83493.94000000008,1774556.7700000007,0.0,0.0
1085,1086,1,11762.46,11594.23,-1.4302280305310249,long,signal,150,-25234.499999999935,1749322.270000001,1.4425300833790764,1.4220170595049353
1087,1088,1,11761.41,11681.68,-0.6778949122596659,long,signal,148,-11800.039999999935,1737522.2300000011,0.6791303038465181,0.6745492355733742
1089,1090,1,11892.92,11392.08,-4.211245009635986,long,signal,146,-73122.64000000001,1664399.590000001,4.39333441556544,4.208443422332507
1096,1097,1,12281.13,11945.01,-2.7368817038822892,long,signal,135,-45376.199999999866,1619023.3900000013,2.802689589308508,2.7262804120253175
1098,1099,1,11754.59,11853.55,0.8418838938661334,long,signal,137,13557.51999999988,1632580.910000001,0.0,0.0
1113,1114,1,10140.85,10446.25,-3.011581869369921,short,signal,160,-48863.99999999994,1583716.910000001,3.085399902688415,2.9930522708366087
1115,1116,1,10166.69,10256.2,-0.8804242088624736,short,signal,155,-13874.050000000034,1569842.860000001,0.8837859096291993,0.876043560082972
1131,1132,1,10417.22,10529.61,-1.0788866895390636,short,signal,150,-16858.500000000186,1552984.3600000008,1.0855550406187107,1.0738972944081946
1137,1138,1,10774.25,10696.12,-0.7251548831705149,long,signal,144,-11250.719999999885,1541733.6400000008,0.7297447307435003,0.7244580363964493
1141,1142,1,10619.13,10570.4,0.45888881669213544,short,Max Drawdown Limit,145,7065.849999999937,1548799.4900000007,0.0,0.0
1143,1144,1,10542.06,10666.63,-1.1816476096702135,short,signal,146,-18187.219999999958,1530612.2700000007,1.1882316871796645,1.174278537501324
1149,1150,1,11050.64,11293.22,2.1951669767542867,long,Max Drawdown Limit,138,33476.03999999999,1564088.3100000008,0.0,0.0
1152,1153,1,11528.25,11420.56,-0.9341400472751763,long,signal,135,-14538.150000000069,1549550.1600000006,0.9382174501534132,0.9294967494514509
1154,1155,1,11417.89,11505.12,0.7639765315658268,long,signal,135,11776.050000000187,1561326.210000001,0.0,0.0
1156,1157,1,11319.32,11360.2,0.3611524367188225,long,signal,137,5600.56000000014,1566926.7700000012,0.0,0.0
1158,1159,1,11503.14,11751.47,2.158801857579756,long,signal,136,33772.87999999999,1600699.650000001,0.0,0.0
1160,1161,1,11909.99,12780.96,7.312936450828249,long,signal,134,116709.97999999991,1717409.630000001,0.0,0.0
1162,1163,1,12968.52,12923.07,-0.35046404678406423,long,signal,132,-5999.400000000096,1711410.230000001,0.3505530056344315,0.3493284243433604
1164,1165,1,13111.73,13028.83,-0.6322582908586406,long,signal,130,-10776.999999999953,1700633.230000001,0.6337051287654772,0.6297145950798713
1166,1167,1,13052.19,13636.17,4.4741916873720005,long,signal,130,75917.39999999994,1776550.630000001,0.0,0.0
1168,1169,1,13266.4,13455.7,1.4269131037809888,long,signal,133,25176.900000000147,1801727.5300000012,0.0,0.0
1170,1171,1,13560.1,13791.0,1.7027898024350827,long,signal,132,30478.799999999952,1832206.3300000012,0.0,0.0
1172,1173,1,13761.5,13549.37,-1.5414744032263865,long,signal,133,-28213.28999999989,1803993.0400000014,1.563935634696228,1.5398533199041937
1174,1175,1,14023.53,14144.01,0.8591274807412939,long,signal,128,15421.439999999944,1819414.4800000014,0.0,0.0
1176,1177,1,15590.02,15579.92,-0.06478503555479957,long,signal,116,-1171.6000000000422,1818242.8800000013,0.0644358359868893,0.06439434295367882
1178,1179,1,14818.3,15475.1,4.432357287948017,long,signal,122,80129.60000000014,1898372.4800000014,0.0,0.0
1180,1181,1,15328.41,15297.21,-0.20354361606977323,long,signal,123,-3837.6000000000895,1894534.8800000013,0.20256159126508616,0.20215210873685288
1182,1183,1,15684.24,16291.86,3.874079968171877,long,signal,120,72914.4000000001,1967449.2800000014,0.0,0.0
1187,1188,1,16713.57,17659.38,5.658934626175026,long,signal,117,110659.77000000015,2078109.0500000017,0.0,0.0
1189,1190,1,17776.12,17802.82,0.1502015062904657,long,signal,116,3097.2000000000844,2081206.2500000016,0.0,0.0
1191,1192,1,18655.67,18703.8,0.2579912702143693,long,signal,111,5342.430000000113,2086548.6800000016,0.0,0.0
1195,1196,1,19160.01,18719.11,-2.3011470244535253,long,signal,108,-47617.199999999764,2038931.4800000018,2.33539971632591,2.2821034781704537
1197,1198,1,17149.47,17139.52,-0.058019285727201636,long,signal,118,-1174.1000000000859,2037757.3800000018,0.05761726157998712,0.05758408320813665
1199,1200,1,17719.85,18184.99,2.6249657869564533,long,signal,114,53025.96000000035,2090783.340000002,0.0,0.0
1201,1202,1,19695.87,18764.96,-4.726422341333487,long,signal,106,-98676.45999999999,1992106.880000002,4.953371778927838,4.719592801040775
1217,1218,1,21335.52,22797.16,6.850735299631785,long,signal,93,135932.51999999996,2128039.400000002,0.0,0.0
1219,1220,1,23107.39,23821.61,3.09087266021823,long,signal,92,65708.2400000001,2193747.640000002,0.0,0.0
1221,1222,1,23455.52,22719.71,-3.1370440732075067,long,signal,93,-68430.33000000012,2125317.310000002,3.219770039891126,3.119334637779941
1223,1224,1,23810.79,23232.76,-2.427596900396847,long,signal,89,-51444.67000000022,2073872.6400000018,2.4806089345968765,2.420564202716634
1225,1226,1,23729.2,24712.47,4.143713230955955,long,signal,87,85544.49000000003,2159417.1300000018,0.0,0.0
1227,1228,1,26493.39,26281.66,-0.7991804748278705,long,signal,81,-17150.129999999965,2142267.000000002,0.8005598741893459,0.7942018131531574
1229,1230,1,27079.41,27385.0,1.1284957833276286,long,signal,79,24141.61000000001,2166408.6100000017,0.0,0.0
1231,1232,1,28875.54,28923.63,0.16654233998740853,long,signal,75,3606.750000000011,2170015.3600000017,0.0,0.0
1234,1235,1,32178.33,33000.05,2.553644020681002,long,signal,67,55055.24000000008,2225070.6000000015,0.0,0.0
1236,1237,1,31988.71,33949.53,6.129725143652244,long,ID,69,135296.58,2360367.1800000016,0.0,0.0
1238,1239,1,36769.36,39432.28,7.24222559217783,long,ID,64,170426.8799999999,2530794.0600000015,0.0,0.0
1240,1241,1,40582.81,40088.22,-1.2187179744330088,long,signal,62,-30664.579999999783,2500129.480000002,1.2265196760929191,1.2116584468354408
1242,1243,1,38150.02,35404.47,-7.196719687171845,long,ID,65,-178460.7499999997,2321668.7300000023,7.686744783783143,7.138060305580629
1245,1246,1,37371.38,39144.5,4.744593322483683,long,signal,62,109933.44000000016,2431602.1700000023,0.0,0.0
1253,1254,1,30850.13,32945.17,6.7910248676423635,long,ID,78,163413.1199999998,2595015.290000002,0.0,0.0
1255,1256,1,32078.0,32259.9,0.5670553026996741,long,signal,80,14552.000000000116,2609567.290000002,0.0,0.0
1261,1262,1,34252.2,34262.88,0.031180478918143337,long,signal,76,811.6800000000221,2610378.970000002,0.0,0.0
1263,1264,1,33092.98,33526.37,1.3096130961913957,long,signal,78,33804.419999999955,2644183.390000002,0.0,0.0
1265,1266,1,35466.24,37618.87,6.069518505485794,long,signal,74,159294.62000000034,2803478.0100000026,0.0,0.0
1269,1270,1,39186.94,38795.69,-0.998419371351782,long,signal,71,-27778.75,2775699.2600000026,1.0007838529308097,0.9908674118688726
1271,1272,1,46374.87,46420.42,0.09822129959608648,long,signal,59,2687.4499999997424,2778386.7100000023,0.0,0.0
1273,1274,1,44807.58,47969.51,7.056685498301849,long,ID,62,196039.66000000003,2974426.3700000024,0.0,0.0
1281,1282,1,51552.6,55906.0,8.444578934913082,long,ID,57,248143.80000000008,3222570.1700000027,0.0,0.0
1284,1285,1,57408.57,54087.67,-5.784676399359889,long,ID,56,-185970.40000000008,3036599.770000003,6.124297374889142,5.770872011764441
1288,1289,1,47073.73,46276.87,-1.6927912871998894,long,signal,64,-50999.04000000004,2985600.730000003,1.7081667849136677,1.6794784911677705
1292,1293,1,49587.03,48440.65,-2.3118545313159458,long,signal,60,-68782.79999999984,2916817.930000003,2.3581451311223853,2.3038177646747746
1297,1298,1,48882.2,50971.75,4.274664397265268,long,signal,59,123283.45000000017,3040101.380000003,0.0,0.0
1301,1302,1,55851.59,57773.16,3.4404929206133743,long,signal,54,103764.78000000038,3143866.1600000034,0.0,0.0
1304,1305,1,61188.39,58968.31,-3.6282700035088387,long,signal,51,-113224.08000000009,3030642.0800000033,3.7359766350238215,3.6014281218638122
1306,1307,1,55605.2,56900.75,2.3299079942163736,long,signal,54,69959.70000000016,3100601.7800000035,0.0,0.0
1308,1309,1,58912.97,57648.16,-2.1469126407987877,long,signal,52,-65770.11999999988,3034831.660000004,2.167175229745678,2.1212050004047787
1315,1316,1,52303.65,51293.78,-1.9307830333064757,long,signal,58,-58572.46000000015,2976259.2000000034,1.9679892127675025,1.9300068854560573
1317,1318,1,55025.59,55817.14,1.4385125175395719,long,signal,54,42743.70000000016,3019002.9000000036,0.0,0.0
1320,1321,1,57635.47,58746.57,1.9278059153503884,long,signal,52,57777.199999999924,3076780.100000004,0.0,0.0
1324,1325,1,58950.01,57051.94,-3.219795891468041,long,signal,52,-98699.63999999998,2978080.4600000037,3.3142032703844406,3.2078873625060176
1327,1328,1,59129.99,57991.15,-1.9259938992041037,long,signal,50,-56941.999999999825,2921138.4600000037,1.9493084898139315,1.9120369904310757
1329,1330,1,55953.45,58077.52,3.7961376823055586,long,signal,52,110451.63999999998,3031590.100000004,0.0,0.0
1331,1332,1,58142.54,59769.13,2.7975901981578315,long,signal,52,84582.67999999982,3116172.7800000035,0.0,0.0
1334,1335,1,59860.0,63575.0,6.206147677915135,long,signal,52,193180.0,3309352.7800000035,0.0,0.0
1336,1337,1,62959.53,63159.98,0.31837912385941314,long,signal,52,10423.400000000227,3319776.1800000034,0.0,0.0
1338,1339,1,61334.8,60006.66,-2.1653938710161267,long,signal,54,-71719.55999999997,3248056.6200000034,2.2080760402508,2.1603733538445953
1341,1342,1,55633.14,56425.0,-1.4233602489451442,short,signal,58,-45927.880000000034,3202128.7400000035,1.434292114064091,1.4140110648686857
1343,1344,1,53787.63,51690.96,3.8980523960620657,short,ID,59,123703.5299999999,3325832.2700000033,0.0,0.0
1345,1346,1,51125.14,50047.84,2.107182493778996,short,signal,65,70024.50000000019,3395856.7700000033,0.0,0.0
1347,1348,1,49066.77,54001.39,-10.056948928979843,short,nextday,69,-340488.7800000002,3055367.990000003,11.143953236218854,10.026594260628958
1350,1351,1,54846.22,53555.0,2.354255224881498,short,signal,55,71017.10000000006,3126385.090000003,0.0,0.0
1362,1363,1,55816.14,56670.02,-1.5298084030891377,short,signal,56,-47817.27999999985,3078567.8100000033,1.5532313384384977,1.5294750526077947
1364,1365,1,49631.32,49670.97,-0.07988907004690074,short,signal,62,-2458.30000000009,3076109.510000003,0.07991588049803458,0.07985206601638171
1366,1367,1,49841.45,46762.99,6.176505699573346,short,ID,61,187786.05999999994,3263895.570000003,0.0,0.0
1368,1369,1,46431.5,43538.04,6.231674617447205,short,ID,70,202542.19999999995,3466437.7700000033,0.0,0.0
1370,1371,1,42849.78,36690.09,14.375079638681932,short,trailing_take_profit,80,492775.2000000002,3959212.9700000035,0.0,0.0
1372,1373,1,40526.64,37252.01,8.080191202626215,short,ID,97,317639.10999999975,4276852.080000003,0.0,0.0
1374,1375,1,37449.73,34655.25,7.461949658916107,short,ID,114,318570.7200000004,4595422.800000004,0.0,0.0
1376,1377,1,38796.29,38324.72,1.2155028225637032,short,signal,118,55645.259999999966,4651068.060000003,0.0,0.0
1378,1379,1,39241.91,38529.98,1.8142083298188092,short,signal,118,84007.74000000003,4735075.800000004,0.0,0.0
1380,1381,1,35663.49,34605.15,2.967572719327235,short,ID,132,139700.87999999954,4874776.680000003,0.0,0.0
1404,1405,1,31608.93,32509.56,-2.8492897418545993,short,signal,154,-138697.02000000016,4736079.660000003,2.9285195764633825,2.845197413227971
1406,1407,1,33678.07,34663.09,-2.924811308961579,short,signal,140,-137902.79999999955,4598176.860000003,2.9990755944955048,2.9117500105561933
1408,1409,1,31584.45,32283.65,-2.2137475878161585,short,signal,145,-101384.0000000001,4496792.860000003,2.2545846152228575,2.204873868205233
1418,1419,1,33690.14,34220.01,1.5727747050027177,long,signal,133,70472.71000000034,4567265.570000003,0.0,0.0
1430,1431,1,31520.07,31778.56,-0.8200806660645158,short,signal,144,-37222.56000000023,4530043.010000003,0.8216822647783315,0.8149856720506072
1433,1434,1,29790.35,32144.51,-7.902424778493707,short,nextday,152,-357832.31999999995,4172210.6900000027,8.576563998976754,7.899093214128216
1435,1436,1,32287.83,33634.09,4.169558623171624,long,Max Drawdown Limit,129,173667.53999999934,4345878.230000002,0.0,0.0
1437,1438,1,34258.14,35381.02,3.277702759110674,long,signal,126,141482.87999999966,4487361.110000002,0.0,0.0
1439,1440,1,37237.6,39457.87,5.962441188476175,long,ID,120,266432.4000000005,4753793.510000003,0.0,0.0
1441,1442,1,40019.56,40016.48,-0.007696236540317961,long,signal,118,-363.4399999993475,4753430.070000003,0.007645847201860239,0.007645262656759322
1443,1444,1,42206.37,41461.83,-1.7640465171489534,long,signal,112,-83388.4800000001,4670041.590000003,1.785604654540141,1.7542801465889744
1447,1448,1,38207.05,39723.18,3.968194351566,long,signal,122,184967.8599999997,4855009.450000002,0.0,0.0
1449,1450,1,40862.46,42836.87,4.831843212572134,long,signal,118,232980.3800000004,5087989.830000002,0.0,0.0
1451,1452,1,44572.54,43794.37,-1.7458506964153224,long,signal,114,-88711.3799999998,4999278.450000002,1.774483675739243,1.7435447586183532
1453,1454,1,46253.4,45584.99,-1.445104576096035,long,signal,108,-72188.28000000038,4927090.170000002,1.4651300769679285,1.4439739798850417
1457,1458,1,47800.0,47068.51,-1.5303138075313765,long,signal,103,-75343.4699999998,4851746.700000002,1.552914334954867,1.5291676709866202
1465,1466,1,48821.87,49239.22,0.8548423073511903,long,signal,99,41317.649999999856,4893064.350000002,0.0,0.0
1467,1468,1,49488.85,47674.01,-3.6671694735278684,long,signal,98,-177854.31999999966,4715210.030000003,3.7719278434771923,3.6348248720660967
1472,1473,1,48895.35,48767.83,-0.2608018962948354,long,signal,96,-12241.919999999693,4702968.110000003,0.2603019989433847,0.25962618678939137
1479,1480,1,49915.64,51756.88,3.688703580681321,long,signal,94,173076.55999999982,4876044.670000003,0.0,0.0
1481,1482,1,52663.9,46863.73,-11.013559573066177,long,ATR_stop_loss1,92,-533615.6399999999,4342429.030000003,12.288413611678514,10.943616724495662
1484,1485,1,46395.14,44850.91,3.328430520955419,short,Max Drawdown Limit,93,143613.3899999996,4486042.420000003,0.0,0.0
1487,1488,1,46025.24,44940.73,-2.3563375226288765,long,signal,97,-105197.46999999949,4380844.950000003,2.401305483317771,2.3449949900384506
1490,1491,1,48121.41,47737.82,-0.7971295936673587,long,Max Drawdown Limit,91,-34906.690000000344,4345938.260000003,0.8032026207385742,0.7968026807248767
1495,1496,1,43015.62,40734.38,5.30328285399584,short,Max Drawdown Limit,101,230405.24000000051,4576343.500000003,0.0,0.0
1497,1498,1,43543.61,44865.26,-3.035232953813433,short,signal,105,-138773.25000000015,4437570.250000003,3.1272349998290148,3.032404582392032
1499,1500,1,42810.57,42670.64,0.32685853049842667,short,signal,103,14412.79000000003,4451983.040000003,0.0,0.0
1507,1508,1,47634.9,48200.01,1.1863360687227233,long,signal,93,52555.230000000054,4504538.270000003,0.0,0.0
1510,1511,1,51471.99,55315.0,7.466216091509192,long,ID,87,334341.87000000017,4838880.140000003,0.0,0.0
1512,1513,1,53785.22,53951.43,0.3090254162760683,long,signal,89,14792.689999999922,4853672.830000004,0.0,0.0
1514,1515,1,54949.72,54659.0,-0.5290654802244691,long,signal,88,-25583.360000000102,4828089.470000003,0.5298857893783049,0.5270927995367236
1516,1517,1,57471.35,55996.93,-2.5654869774244005,long,signal,84,-123851.27999999985,4704238.190000004,2.632759545706575,2.5652233822419044
1518,1519,1,57367.0,57347.94,-0.033224676207571725,long,signal,82,-1562.919999999809,4702675.270000004,0.03323469961811597,0.033223657835232276
1520,1521,1,61672.42,60875.57,-1.2920686426769026,long,signal,76,-60560.59999999989,4642114.670000005,1.3045907803910317,1.2877903857478037
1522,1523,1,61528.33,62009.84,0.7825825924415546,long,signal,75,36113.24999999961,4678227.920000005,0.0,0.0
1524,1525,1,64280.59,66001.41,2.677044501302815,long,signal,72,123899.0400000005,4802126.960000006,0.0,0.0
1526,1527,1,62193.15,60688.22,-2.419768093431512,long,signal,77,-115879.61000000002,4686247.350000006,2.4727591470390324,2.4130892615966837
1532,1533,1,58413.44,60575.89,3.7019733814683695,long,signal,80,172995.99999999977,4859243.350000006,0.0,0.0
