No_of_Stocks,Portfolio_Value,Profit_From_Initial_Capital,Current_Position,Current Position,drawdown,drawdown2
0.0,1706779.16,70.677916,,0,0.0,6.456479700631002
0.0,1706779.16,70.677916,,0,0.0,6.456479700631002
194.0,1706779.16,70.677916,,0,0.0,6.456479700631002
0.0,1676016.58,67.60165800000001,,0,1.835457976197338,8.410443648475134
189.0,1676016.58,67.60165800000001,,0,0.0,8.410443648475134
0.0,1703438.59,70.34385900000001,,0,0.0,6.665248789508764
191.0,1703438.59,70.34385900000001,,0,0.0,6.665248789508764
0.0,1699198.39,69.919839,,0,0.24954119689344728,6.931422528007477
0.0,1699198.39,69.919839,,0,0.0,6.931422528007477
185.0,1699198.39,69.919839,,0,0.0,6.931422528007477
0.0,1855242.19,85.52421899999999,,0,0.0,0.0
189.0,1855242.19,85.52421899999999,,0,0.0,0.0
0.0,1805986.8999999997,80.59868999999998,,0,2.727333736473962,2.727333736473962
207.0,1805986.8999999997,80.59868999999998,,0,0.0,2.727333736473962
0.0,1772608.1499999997,77.26081499999997,,0,1.8830303809671645,4.661720640289299
0.0,1772608.1499999997,77.26081499999997,,0,0.0,4.661720640289299
190.0,1772608.1499999997,77.26081499999997,,0,0.0,4.661720640289299
0.0,1864304.0499999996,86.43040499999995,,0,0.0,0.0
0.0,1864304.0499999996,86.43040499999995,,0,0.0,0.0
0.0,1864304.0499999996,86.43040499999995,,0,0.0,0.0
0.0,1864304.0499999996,86.43040499999995,,0,0.0,0.0
0.0,1864304.0499999996,86.43040499999995,,0,0.0,0.0
0.0,1864304.0499999996,86.43040499999995,,0,0.0,0.0
0.0,1864304.0499999996,86.43040499999995,,0,0.0,0.0
205.0,1864304.0499999996,86.43040499999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
184.0,1885080.7999999996,88.50807999999995,,0,0.0,0.0
0.0,1759458.4799999995,75.94584799999996,,0,7.139828613631173,7.139828613631173
182.0,1759458.4799999995,75.94584799999996,,0,0.0,7.139828613631173
0.0,1781811.7199999995,78.18117199999996,,0,0.0,5.795734691878674
0.0,1781811.7199999995,78.18117199999996,,0,0.0,5.795734691878674
0.0,1781811.7199999995,78.18117199999996,,0,0.0,5.795734691878674
0.0,1781811.7199999995,78.18117199999996,,0,0.0,5.795734691878674
0.0,1781811.7199999995,78.18117199999996,,0,0.0,5.795734691878674
0.0,1781811.7199999995,78.18117199999996,,0,0.0,5.795734691878674
0.0,1781811.7199999995,78.18117199999996,,0,0.0,5.795734691878674
191.0,1781811.7199999995,78.18117199999996,,0,0.0,5.795734691878674
0.0,1817095.1499999994,81.70951499999994,,0,0.0,3.7414468912098613
0.0,1817095.1499999994,81.70951499999994,,0,0.0,3.7414468912098613
194.0,1817095.1499999994,81.70951499999994,,0,0.0,3.7414468912098613
0.0,1833375.6299999994,83.33756299999993,,0,0.0,2.820216935031485
0.0,1833375.6299999994,83.33756299999993,,0,0.0,2.820216935031485
193.0,1833375.6299999994,83.33756299999993,,0,0.0,2.820216935031485
0.0,1818163.3699999996,81.81633699999996,,0,0.8366827894019105,3.6804959941526016
0.0,1818163.3699999996,81.81633699999996,,0,0.0,3.6804959941526016
0.0,1818163.3699999996,81.81633699999996,,0,0.0,3.6804959941526016
0.0,1818163.3699999996,81.81633699999996,,0,0.0,3.6804959941526016
187.0,1818163.3699999996,81.81633699999996,,0,0.0,3.6804959941526016
0.0,1806793.7699999996,80.67937699999995,,0,0.6292693825261583,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
193.0,1806793.7699999996,80.67937699999995,,0,0.0,4.332925611095064
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
199.0,1823548.0999999999,82.35480999999999,,0,0.0,3.374339289432493
0.0,1820372.0599999996,82.03720599999997,,0,0.17447202524083294,3.5546985927700963
0.0,1820372.0599999996,82.03720599999997,,0,0.0,3.5546985927700963
0.0,1820372.0599999996,82.03720599999997,,0,0.0,3.5546985927700963
193.0,1820372.0599999996,82.03720599999997,,0,0.0,3.5546985927700963
0.0,1845106.9399999995,84.51069399999996,,0,0.0,2.1664793044461756
192.0,1845106.9399999995,84.51069399999996,,0,0.0,2.1664793044461756
0.0,1832536.6999999993,83.25366999999993,,0,0.6859475174494584,2.8672877329005386
188.0,1832536.6999999993,83.25366999999993,,0,0.0,2.8672877329005386
0.0,1875987.2599999995,87.59872599999994,,0,0.0,0.48473356903287496
170.0,1875987.2599999995,87.59872599999994,,0,0.0,0.48473356903287496
0.0,1854959.9599999997,85.49599599999998,,0,1.133571637848173,1.6238000091387337
167.0,1854959.9599999997,85.49599599999998,,0,0.0,1.6238000091387337
0.0,1854806.3199999998,85.48063199999999,,0,0.008283344645919557,1.6322178587357712
163.0,1854806.3199999998,85.48063199999999,,0,0.0,1.6322178587357712
0.0,1930717.05,93.07170500000001,,0,0.0,0.0
174.0,1930717.05,93.07170500000001,,0,0.0,0.0
0.0,1956549.0899999999,95.65490899999999,,0,0.0,0.0
174.0,1956549.0899999999,95.65490899999999,,0,0.0,0.0
0.0,2052760.6500000001,105.27606500000002,,0,0.0,0.0
174.0,2052760.6500000001,105.27606500000002,,0,0.0,0.0
0.0,2023488.6300000004,102.34886300000004,,0,1.4466115384102645,1.4466115384102645
172.0,2023488.6300000004,102.34886300000004,,0,0.0,1.4466115384102645
0.0,2009775.0700000003,100.97750700000003,,0,0.682343024585336,2.138825415920789
168.0,2009775.0700000003,100.97750700000003,,0,0.0,2.138825415920789
0.0,1925633.9500000002,92.56339500000001,,0,4.369528279245394,6.60181027655853
0.0,1925633.9500000002,92.56339500000001,,0,0.0,6.60181027655853
0.0,1925633.9500000002,92.56339500000001,,0,0.0,6.60181027655853
0.0,1925633.9500000002,92.56339500000001,,0,0.0,6.60181027655853
0.0,1925633.9500000002,92.56339500000001,,0,0.0,6.60181027655853
0.0,1925633.9500000002,92.56339500000001,,0,0.0,6.60181027655853
156.0,1925633.9500000002,92.56339500000001,,0,0.0,6.60181027655853
0.0,1873199.2300000004,87.31992300000005,,0,2.7992067880574414,9.58581538601207
159.0,1873199.2300000004,87.31992300000005,,0,0.0,9.58581538601207
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
186.0,1888933.8700000003,88.89338700000003,,0,0.0,8.672975936420674
0.0,1832129.4700000004,83.21294700000004,,0,3.100457742214031,12.042335632535819
180.0,1832129.4700000004,83.21294700000004,,0,0.0,12.042335632535819
0.0,1816017.6700000004,81.60176700000004,,0,0.8872050237264509,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
174.0,1816017.6700000004,81.60176700000004,,0,0.0,13.036380862968128
0.0,1796461.8100000003,79.64618100000003,,0,1.0885764390393637,14.266868272585201
0.0,1796461.8100000003,79.64618100000003,,0,0.0,14.266868272585201
0.0,1796461.8100000003,79.64618100000003,,0,0.0,14.266868272585201
